ImporterCode,ExporterCode,Year,GrossImports_1000USD,ImporterName,ExporterName,contig,comlang_off,dist,lndist,ExporterGDP,ImporterGDP,pta,International
VNM,THA,2017,10702322.3,Vietnam,Thailand,0,0,990.7018,6.898413581,456356.9614,281353.4022,1,1
VNM,IDN,2017,3656304.782,Vietnam,Indonesia,0,0,3023.314,8.01410886,1015618.743,281353.4022,1,1
VNM,MMR,2017,127543.096,Vietnam,Myanmar,0,0,1124.431,7.025032409,61449.39206,281353.4022,1,1
VNM,DEU,2017,3203719.407,Vietnam,Germany,0,0,8337.11,9.028471913,3690849.153,281353.4022,0,1
VNM,ARE,2017,569834.178,Vietnam,United Arab Emirates,0,0,5265.521,8.568935375,385605.5069,281353.4022,0,1
VNM,MYS,2017,5945345.613,Vietnam,Malaysia,0,0,2040.94,7.621165765,319112.1365,281353.4022,1,1
VNM,SGP,2017,5318586.745,Vietnam,Singapore,0,0,2207.195,7.699477758,343193.3522,281353.4022,1,1
VNM,LAO,2017,370609.265,Vietnam,Lao PDR,1,0,478.553,6.170766968,17071.16208,281353.4022,1,1
VNM,BRN,2017,51655.656,Vietnam,Brunei,0,0,2042.273,7.621818682,12128.10486,281353.4022,1,1
VNM,KHM,2017,1032587.52,Vietnam,Cambodia,1,0,1054.802,6.961108351,22177.20051,281353.4022,1,1
VNM,CHN,2017,58532566.13,Vietnam,China,1,0,2330.799,7.753966406,12310409.37,281353.4022,0,1
VNM,USA,2017,9342939.334,Vietnam,United States,0,0,13362.15,9.500181362,19479620.06,281353.4022,0,1
VNM,VNM,2017,0,Vietnam,Vietnam,0,1,216,5.375278408,3661376,0,1,0
